"vid","cid","id","source","project","pcode","name","visit_date","visit_onsite","visit_onsite_novisitreason","geom","longitude","latitude","location_origin","province","province_old","territoire","collectivite","groupement","village","workers_numb","access_dry","access_wet","is_3t_mine","is_gold_mine","mineral1","selling_points_mineral1","final_destination_mineral1","mineral2","selling_points_mineral2","final_destination_mineral2","mineral3","selling_points_mineral3","final_destination_mineral3","mercury","presence","interference","armed_group1","type_armed_group1","frequency_armed_group1","taxation_armed_group1","commerce_taxation_armed_group1","entrance_taxation_armed_group1","monopoly_armed_group1","buying_minerals_armed_group1","digging_armed_group1","forced_labour_armed_group1","pillaging_armed_group1","pit_ownership_armed_group1","armed_group2","type_armed_group2","frequency_armed_group2","taxation_armed_group2","commerce_taxation_armed_group2","entrance_taxation_armed_group2","monopoly_armed_group2","buying_minerals_armed_group2","digging_armed_group2","forced_labour_armed_group2","pillaging_armed_group2","pit_ownership_armed_group2","armed_group3","type_armed_group3","frequency_armed_group3","taxation_armed_group3","commerce_taxation_armed_group3","entrance_taxation_armed_group3","monopoly_armed_group3","buying_minerals_armed_group3","digging_armed_group3","forced_labour_armed_group3","pillaging_armed_group3","pit_ownership_armed_group3","mechanisation","state_service1","state_service2","state_service3","state_service4","traceability","qualification","childunder15","childunder15work","women","womenwork"
4848,3570,59,"IPIS","IPIS - Madini","codmine03657","Kamintonko","2020-07-27",1,,"0101000020E610000042BE713FCDF13B406E13C1F8E9B102C0",27.944538083333335,-2.3368720468446815,"GPS","Sud-Kivu","Sud-Kivu","Shabunda","Bakisi",,"Kamintonko",30,"more2h","more2h",1,0,"Cassitérite","Luyuyu.","Bukavu","Coltan",,,,,,,1,1,"FARDC","FARDC - Éléments indisciplinés","Aléatoire","1",0,0,"0","0","0","0","0","0","Raïa Mutomboki","Groupe armé local","Aléatoire","1",1,0,"0","0","0","0","1","0","Police Nationale Congolaise (sauf PMH)","PNC - Pas d’ingérence constatée","Aléatoire","0",0,0,"0","0","0","0","0","0","Moyen","SAESSCAM","Division des mines","Anti-fraude","Environnement",,,1,"Concassage, Lavage, Transport des minerais, Traiter les déchets",1,"Creuser, Concassage, Lavage, Transport des minerais, Traiter les déchets"
4849,3571,60,"IPIS","IPIS - Madini","codmine00793","Tchamilemba","2020-07-28",1,,"0101000020E6100000C697F07E6DEA3B400D728701DC9706C0",27.915733274210446,-2.8241500968417825,"GPS","Sud-Kivu","Sud-Kivu","Shabunda","Bakisi","Baliga","Kabukiki",250,"less2h","less2h",0,1,"Or","MULUNGU","Bukavu",,,,,,,"0",1,0,"FARDC","FARDC - Pas d’ingérence constatée","Quotidien","0",0,0,"0","0","0","0","0","0",,"Aucun",,,,,,,,,,,,"Aucun",,,,0,"0","0",,,,,"Moyen","SAESSCAM","Chefferie","DPMR","Division des mines",,,0,,1,"Chef de puits"
4850,3572,61,"IPIS","IPIS - Madini","codmine00854","Rubona","2020-07-28",1,,"0101000020E61000003E30A4DE3FD33C405991F6AE4350FCBF",28.82519332417018,-1.7695957979677444,"GPS","Sud-Kivu","Sud-Kivu","Kalehe","Buhavu","Buzi","Lumbishi",6,"less2h","less2h",0,1,"Or","Lumbishi","Bukavu",,,,,,,"0",1,0,"FARDC","FARDC - Pas d’ingérence constatée","Aléatoire","0",0,0,"0","0","0","0","0","0","Police Nationale Congolaise (sauf PMH)","PNC - Pas d’ingérence constatée","Aléatoire","0",0,0,"0","0","0","0","0","0",,"Aucun","Aléatoire","0",0,0,"0","0","0","0","0","0","Bas","SAESSCAM","Division des mines",,,,,1,"Creuser, Lavage",0,
4851,3573,62,"IPIS","IPIS - Madini","codmine00944","Bisembe","2020-07-28",1,,"0101000020E6100000042D4AA220DA3C40EF70DC8AD18510C0",28.852060454472863,-4.130682153420124,"GPS","Sud-Kivu","Sud-Kivu","Fizi","Mutambala","Basimukuma-Sud","Asonge",35,"less2h","less2h",0,1,"Or","Centre de négoce Mukera","Misisi, Baraka, Uvira, Bukavu",,,,,,,"0",1,1,"FARDC","FARDC - Pas d’ingérence constatée","Aléatoire","0",0,0,"0","0","0","0","0","0","Maï-Maï Yakutumba","Groupe armé local","Quotidien","0",0,0,"0","0","1","0","0","0","Maï-Maï Ebuela Mutetezi","Groupe armé local","Quotidien","0",0,0,"0","0","1","0","0","0","Bas","SAESSCAM","Division des mines","Anti-fraude","DGI",,,0,,0,
4852,3574,63,"IPIS","IPIS - Madini","codmine03177","Asonge","2020-07-28",1,,"0101000020E6100000E6E8F17B9BDE3C40E7FBA9F1D28D10C0",28.86956,-4.1385,"GPS","Sud-Kivu","Sud-Kivu","Fizi","Mutambala","Basimukuma Sud","Asonge",20,"less2h","less2h",0,1,"Or","Centre de négoce Mukera","Misisi, Baraka, Uvira, Bukavu",,,,,,,"0",1,1,"FARDC","FARDC - Éléments indisciplinés","Une fois par mois","0",0,0,"0","0","0","0","0","1","Maï-Maï Yakutumba","Groupe armé local","Quotidien","0",0,0,"0","0","1","0","0","0","Maï-Maï Ebuela Mutetezi","Groupe armé local","Quotidien","0",0,0,"0","0","1","0","0","0","Bas","SAESSCAM","Division des mines","Anti-fraude","DGI",,,1,"Creuser, Lavage",0,
4853,3575,64,"IPIS","IPIS - Madini","codmine03638","Kanguri","2020-07-28",1,,"0101000020E6100000463162A8B9D33C40ABB1358B2244FCBF",28.8270516624191,-1.76663450602346,"GPS","Sud-Kivu","Sud-Kivu","Kalehe","Buhavu",,"Lumbishi",16,"less2h","less2h",0,1,"Or","Lumbishi","Bukavu",,,,,,,"0",1,0,"FARDC","FARDC - Pas d’ingérence constatée","Aléatoire","0",0,0,"0","0","0","0","0","0","Police Nationale Congolaise (sauf PMH)","PNC - Pas d’ingérence constatée","Aléatoire","0",0,0,"0","0","0","0","0","0",,"Aucun","Aléatoire","0",0,0,"0","0","0","0","0","0","Moyen","SAESSCAM","Division des mines",,,,,0,,0,
4854,3576,65,"IPIS","IPIS - Madini","codmine03658","Mogabilu","2020-07-28",1,,"0101000020E6100000421BB7CF61EA3B4032EE618ACDE202C0",27.91555498333333,-2.3607436,"GPS","Sud-Kivu","Sud-Kivu","Shabunda","Bakisi",,"Mugabilo",52,"more2h","more2h",1,0,"Cassitérite","Luyuyu","Bukavu","Coltan",,,,,,,1,1,"FARDC","FARDC - Éléments indisciplinés","Aléatoire","1",0,0,"0","0","0","0","0","0","Raïa Mutomboki","Groupe armé local","Aléatoire","1",1,0,"0","0","0","0","1","0",,"Aucun",,,,0,"0","0",,,,,"Moyen","SAESSCAM","Division des mines",,,,,1,"Concassage, Lavage, Transport des minerais, Traiter les déchets",1,"Creuser, Concassage, Lavage, Transport des minerais, Traiter les déchets"
4855,3577,66,"IPIS","IPIS - Madini","codmine03659","Mangwese","2020-07-28",0,"Distance","0101000020E610000087334FB6E8F83B40B604A87774CF02C0",27.972300905548334,-2.3512963627004764,"GPS","Sud-Kivu","Sud-Kivu","Shabunda","Bakisi",,"Mimanda",100,"more2h","more2h",1,0,"Cassitérite","Luyuyu","Bukavu","Coltan",,,,,,,1,1,"Maï-Maï Inconnu","Groupe armé local","Aléatoire","1",1,0,"0","0","0","0","1","0",,"Aucun",,,,,,,,,,,,"Aucun",,,,0,"0","0",,,,,"Bas",,,,,,,1,"Creuser, Creuser sous terre, Concassage, Lavage, Transport des minerais, Traiter les déchets",1,"Creuser, Concassage, Lavage, Transport des minerais, Traiter les déchets"
4856,3578,67,"IPIS","IPIS - Madini","codmine00696","Kansele","2020-07-29",1,,"0101000020E61000005550D51A7D923B405EB3907B6A3302C0",27.572221448019565,-2.275105443337835,"GPS","Sud-Kivu","Sud-Kivu","Shabunda","Bakisi","Bamuguba-Nord","Mumbilwa",28,"more2h","more2h",1,0,"Cassitérite","Tchonka","Bukavu",,,,,,,,1,1,"FARDC","FARDC - Éléments indisciplinés","Une fois par mois","1",0,0,"0","0","0","0","0","0",,"Aucun",,,,,,,,,,,,"Aucun",,,,0,"0","0",,,,,"Haut","SAESSCAM","Division des mines","Chefferie",,,,1,"Creuser, Concassage, Lavage",1,"Concassage, Lavage, Traiter les déchets"
4857,3579,68,"IPIS","IPIS - Madini","codmine00791","Kagolomba","2020-07-29",1,,"0101000020E61000006E6F92BD88EF3B40B2B349B7E3A806C0",27.93568024468498,-2.8324655837409063,"GPS","Sud-Kivu","Sud-Kivu","Shabunda","Bakisi","Baliga","Tchatabu",120,"more2h","more2h",0,1,"Or","Kamulila, et sur place dans le site minier","Bukavu",,,,,,,"0",1,1,"FARDC","FARDC - Éléments indisciplinés","Une fois par semaine","1",1,0,"0","0","0","0","0","0",,"Aucun",,,,,,,,,,,,"Aucun",,,,0,"0","0",,,,,"Moyen","Division des mines","SAESSCAM","Chefferie","CNPRI",,,0,,0,
4858,3580,69,"IPIS","IPIS - Madini","codmine00856","Kavumu","2020-07-29",1,,"0101000020E6100000B01B51DF04DC3C40DFE83AD4F673FCBF",28.8594493458765,-1.7783115663756275,"GPS","Sud-Kivu","Sud-Kivu","Kalehe","Buhavu","Buzi","Ruzirantaka-Kavumu",20,"less2h","less2h",1,0,"Cassitérite","Numbi","Bukavu",,,,,,,,1,0,"FARDC","FARDC - Pas d’ingérence constatée","Aléatoire","0",0,0,"0","0","0","0","0","0","Police Nationale Congolaise (sauf PMH)","PNC - Pas d’ingérence constatée","Aléatoire","0",0,0,"0","0","0","0","0","0",,"Aucun","Aléatoire","0",0,0,"0","0","0","0","0","0","Moyen","SAESSCAM","Division des mines",,,"iTSCI",,0,,1,"Lavage"
4859,3581,70,"IPIS","IPIS - Madini","codmine02152","Camp Limboloko","2020-07-29",1,,"0101000020E61000005C734E1921923B407020EFF5EB6902C0",27.57081754842089,-2.3017195905304604,"GPS","Sud-Kivu","Sud-Kivu","Shabunda","Bakisi","Bamuguba nord","Tchonka",15,"more2h","more2h",1,0,"Cassitérite","Tchonka","Bukavu","Coltan",,,,,,,1,1,"FARDC","FARDC - Éléments indisciplinés","Une fois par mois","1",0,0,"0","0","0","0","0","0",,"Aucun",,,,,,,,,,,,"Aucun",,,,0,"0","0",,,,,"Moyen","SAESSCAM","Division des mines","Chefferie",,,,0,,0,
4860,3582,71,"IPIS","IPIS - Madini","codmine03173","Kashabwa","2020-07-29",1,,"0101000020E61000003E29EED34CDC3C4006369D537F9B10C0",28.8605473,-4.1518529,"GPS","Sud-Kivu","Sud-Kivu","Fizi","Mutambala","Basimukuma Sud","Mukera",112,"less2h","less2h",0,1,"Or","Centre de négoce Mukera","Misisi, Baraka, Uvira, Bukavu",,,,,,,"0",1,1,"FARDC","FARDC - Éléments indisciplinés","Une fois par mois","0",0,0,"0","0","0","0","0","1","Maï-Maï Yakutumba","Groupe armé local","Quotidien","0",0,0,"0","0","1","0","0","0","Maï-Maï Ebuela Mutetezi","Groupe armé local","Quotidien","0",0,0,"0","0","1","0","0","0","Moyen","SAESSCAM","Division des mines","Anti-fraude","DGI",,,1,"Creuser, Lavage, Traiter les déchets",0,
4861,3583,72,"IPIS","IPIS - Madini","codmine03639","Kaziba","2020-07-29",1,,"0101000020E6100000F33FC2F99DCB3C407C92F37DF039FCBF",28.795379266666668,-1.7641453666666669,"GPS","Sud-Kivu","Sud-Kivu","Kalehe","Buhavu",,"Lumbishi",15,"less2h","less2h",1,0,"Coltan","Lumbishi","Bukavu",,,,,,,,1,0,"FARDC","FARDC - Pas d’ingérence constatée","Aléatoire","0",0,0,"0","0","0","0","0","0","Police Nationale Congolaise (sauf PMH)","PNC - Pas d’ingérence constatée","Aléatoire","0",0,0,"0","0","0","0","0","0",,"Aucun","Aléatoire","0",0,0,"0","0","0","0","0","0","Bas","SAESSCAM","Division des mines",,,,,0,,1,"Transport des minerais"
4862,3584,73,"IPIS","IPIS - Madini","codmine00868","Fangere","2020-07-30",1,,"0101000020E61000005DC7047F3AD83C40F122F59C8FF0FDBF",28.844642580668154,-1.871230710139738,"GPS","Sud-Kivu","Sud-Kivu","Kalehe","Buhavu","Ziralo","Fwangere, Gali",48,"less2h","less2h",0,1,"Or","Shanje","Bukavu",,,,,,,"0",1,0,"FARDC","FARDC - Pas d’ingérence constatée","Aléatoire","0",0,0,"0","0","0","0","0","0","Police Nationale Congolaise (sauf PMH)","PNC - Pas d’ingérence constatée","Aléatoire","0",0,0,"0","0","0","0","0","0",,"Aucun","Aléatoire","0",0,0,"0","0","0","0","0","0","Moyen","SAESSCAM","Division des mines",,,,,0,,0,
4863,3585,74,"IPIS","IPIS - Madini","codmine02978","Lusekeseke","2020-07-30",1,,"0101000020E6100000C689022DC1EE3B40B6DA6681B58606C0",27.932635129089043,-2.8157758817208913,"GPS","Sud-Kivu","Sud-Kivu","Shabunda","Bakisi","Bamuguba sud","Kisuku",12,"more2h","more2h",0,1,"Or","MULUNGU","Bukavu",,,,,,,"1",1,1,"FARDC","FARDC - Éléments indisciplinés","Une fois par semaine","1",0,0,"0","0","0","0","0","0",,"Aucun",,,,,,,,,,,,"Aucun",,,,0,"0","0",,,,,"Moyen","Chefferie","CNPRI","Division des mines","Énergie",,,0,,0,
4864,3586,75,"IPIS","IPIS - Madini","codmine03648","Milachi","2020-07-30",0,"Insécurité","0101000020E61000006ED30B03C7DC3C40549226DCD7D410C0",28.862411680590803,-4.207854690412734,"GPS","Sud-Kivu","Sud-Kivu","Fizi","Mutambala",,"Kananda et Itota ( 8km par tout)",84,"less2h","less2h",0,1,"Or","Mukera, Fizi","Misisi, Baraka, Uvira, Bukavu",,,,,,,"0",1,1,"FARDC","FARDC - Pas d’ingérence constatée","Aléatoire","0",0,0,"0","0","0","0","0","0","Maï-Maï Yakutumba","Groupe armé local","Quotidien","0",0,0,"0","0","1","0","0","1","Maï-Maï Ebuela Mutetezi","Groupe armé local","Quotidien","0",0,0,"0","0","1","0","0","1","Bas","SAESSCAM","Division des mines",,,,,0,,0,
4865,3587,76,"IPIS","IPIS - Madini","codmine00867","Mashango","2020-07-31",1,,"0101000020E6100000E3873DC5CCD53C405C78EA1172B7FDBF",28.83515579941003,-1.8572865199889952,"GPS","Sud-Kivu","Sud-Kivu","Kalehe","Buhavu","Ziralo","Fwangere, Gali",25,"less2h","less2h",0,1,"Or","Shanje","Bukavu",,,,,,,"0",1,0,"FARDC","FARDC - Pas d’ingérence constatée","Aléatoire","0",0,0,"0","0","0","0","0","0","Police Nationale Congolaise (sauf PMH)","PNC - Pas d’ingérence constatée","Aléatoire","0",0,0,"0","0","0","0","0","0",,"Aucun","Aléatoire","0",0,0,"0","0","0","0","0","0","Bas","SAESSCAM","Division des mines",,,,,0,,0,
4866,3588,77,"IPIS","IPIS - Madini","codmine02789","Mayi Ya Batoto","2020-07-31",1,,"0101000020E6100000C23A8773128A3B40B563762A401302C0",27.53934404422285,-2.2593997304324724,"GPS","Sud-Kivu","Sud-Kivu","Shabunda","Bakisi",,,30,"more2h","more2h",1,0,"Cassitérite","Tchonka","Bukavu",,,,,,,,1,1,"FARDC","FARDC - Éléments indisciplinés","Une fois par mois","1",0,0,"0","0","0","0","0","0",,"Aucun",,,,,,,,,,,,"Aucun",,,,0,"0","0",,,,,"Haut","SAESSCAM","Division des mines","Chefferie",,"iTSCI",,1,"Lavage, Traiter les déchets",1,"Creuser, Lavage, Traiter les déchets"
4867,3589,78,"IPIS","IPIS - Madini","codmine02969","Rivière Nzovu","2020-07-31",1,,"0101000020E6100000EBA91E023BFD3B4072AE00FBA36C04C0",27.989181644903436,-2.5530471429427104,"GPS","Sud-Kivu","Sud-Kivu","Shabunda","Bakisi","Basimukuma nord","Chononwe",30,"less2h","less2h",1,0,"Cassitérite","Nzovu","Bukavu",,,,,,,,1,1,"FARDC","FARDC - Éléments indisciplinés","Une fois par mois","1",0,0,"0","0","1","0","0","0","Police Nationale Congolaise (sauf PMH)","PNC - Éléments indisciplinés","Une fois par mois","1",0,0,"0","0","0","0","0","0",,"Aucun",,,,0,"0","0",,,,,"Bas","Chefferie",,,,,,1,"Creuser, Concassage, Lavage, Traiter les déchets",1,"Creuser, Concassage, Lavage, Transport des minerais, Traiter les déchets"
4868,3590,79,"IPIS","IPIS - Madini","codmine03653","Wasezya Nyalinga","2020-07-31",1,,"0101000020E6100000429B8117F4F33B403FC6C8A8499206C0",27.95294329561444,-2.8214295564910397,"GPS","Sud-Kivu","Sud-Kivu","Shabunda","Bakisi",,"Makala buloba",54,"more2h","more2h",0,1,"Or","Bukavu ( chez Congo com)","Bukavu (chez Congo com)",,,,,,,"1",1,1,"FARDC","FARDC - Éléments indisciplinés","Quotidien","1",1,0,"0","0","0","0","0","0",,"Aucun",,,,,,,,,,,,"Aucun",,,,0,"0","0",,,,,"Moyen","SAESSCAM","Division des mines","Chefferie","Anti-fraude",,,0,,0,
4869,3591,80,"IPIS","IPIS - Madini","codmine02200","Widambo 1","2020-08-01",1,,"0101000020E6100000BF3E6BDB63833B403FA47FF7354A02C0",27.51324244850434,-2.2862357459858056,"GPS","Sud-Kivu","Sud-Kivu","Shabunda","Bakisi","Bamuguba nord","Mintonko",22,"less2h","more2h",1,0,"Cassitérite","Tchonka","Bukavu",,,,,,,,1,1,"FARDC","FARDC - Éléments indisciplinés","Une fois par mois","1",0,0,"0","0","0","0","0","0",,"Aucun",,,,,,,,,,,,"Aucun",,,,0,"0","0",,,,,"Moyen","SAESSCAM","Division des mines","Chefferie",,"iTSCI",,0,,0,
4870,3592,81,"IPIS","IPIS - Madini","codmine02977","Wasezya wibingilila","2020-08-01",1,,"0101000020E61000008DC41C4834F33B4026A2F6D30C6D06C0",27.950016505263694,-2.803247123684076,"GPS","Sud-Kivu","Sud-Kivu","Shabunda","Bakisi","Bamuguba sud","Kisuku",200,"more2h","more2h",1,1,"Or","MULUNGU","Bukavu","Cassitérite",,,,,,"1",1,1,"FARDC","FARDC - Éléments indisciplinés","Quotidien","1",0,0,"0","0","0","1","0","1",,"Aucun",,,,,,,,,,,,"Aucun",,,,0,"0","0",,,,,"Moyen","SAESSCAM","Division des mines","CPRI, DPMR","Anti-fraude",,,0,,1,"Chefs de puits, gestionnaires des puits"
4871,3593,82,"IPIS","IPIS - Madini","codmine02201","Kisasa","2020-08-03",1,,"0101000020E6100000DDC2D4BF017E3B40A2288960214E02C0",27.492214192813538,-2.2881495992524643,"GPS","Sud-Kivu","Sud-Kivu","Shabunda","Bakisi","Bamuguba nord","Mintonko",19,"less2h","more2h",1,0,"Cassitérite","Tchonka","Bukavu",,,,,,,,1,1,"FARDC","FARDC - Éléments indisciplinés","Une fois par mois","1",0,0,"0","0","0","0","0","0",,"Aucun",,,,,,,,,,,,"Aucun",,,,0,"0","0",,,,,"Moyen","SAESSCAM","Division des mines","Chefferie",,"iTSCI",,0,,1,"Lavage, Traiter les déchets"
4872,3594,83,"IPIS","IPIS - Madini","codmine00788","Wameli","2020-08-04",1,,"0101000020E6100000212938A81EF63B40674C757C7EAD05C0",27.96140529032812,-2.7097139094635625,"GPS","Sud-Kivu","Sud-Kivu","Shabunda","Bakisi","Bamuguba-Sud","Wameli",45,"more2h","more2h",0,1,"Or","Kigulube","Bukavu",,,,,,,"0",1,1,"FARDC","FARDC - Éléments indisciplinés","Une fois par semaine","1",0,0,"0","0","1","0","1","0","Police des Mines (PMH)","PMH - Éléments indisciplinés","Aléatoire","1",0,0,"0","0","0","0","0","0","Raïa Mutomboki","Groupe armé local","Aléatoire","1",0,0,"0","0","0","0","1","0","Moyen","SAESSCAM","Division des mines","Chefferie","Anti-fraude",,,1,"Creuser, Concassage, Lavage, Traiter les déchets",1,"Creuser, Concassage, Lavage, Traiter les déchets"
4873,3595,84,"IPIS","IPIS - Madini","codmine02973","Ngelingeli","2020-08-04",1,,"0101000020E6100000AFE6A7A32AF83B40071B3AA1498B05C0",27.969400623790246,-2.6930115314347662,"GPS","Sud-Kivu","Sud-Kivu","Shabunda","Bakisi","Bamuguba sud","Mukangi",55,"more2h","more2h",0,1,"Or","Kigulube","Bukavu",,,,,,,"0",1,1,"FARDC","FARDC - Éléments indisciplinés","Une fois par semaine","1",0,0,"0","0","1","0","0","0","Police Nationale Congolaise (sauf PMH)","PNC - Pas d’ingérence constatée","Aléatoire","0",0,0,"0","0","0","0","0","0","Raïa Mutomboki","Groupe armé local","Aléatoire","1",0,0,"0","0","0","0","0","0","Bas","SAESSCAM","Division des mines","Chefferie","Anti-fraude",,,1,"Creuser, Lavage, Traiter les déchets",1,"Creuser, Lavage, Traiter les déchets"
4874,3596,85,"IPIS","IPIS - Madini","codmine02790","Mwangazi","2020-08-05",1,,"0101000020E6100000E05A943910853B4068CFC7D6B93002C0",27.519778822631338,-2.2737919597365597,"GPS","Sud-Kivu","Sud-Kivu","Shabunda","Bakisi",,,4,"more2h","more2h",1,0,"Cassitérite","Tchonka","Bukavu",,,,,,,,1,1,"FARDC","FARDC - Éléments indisciplinés","Une fois par mois","1",0,0,"0","0","0","0","0","0",,"Aucun",,,,,,,,,,,,"Aucun",,,,0,"0","0",,,,,"Moyen",,,,,,,0,,0,
4875,3597,87,"IPIS","IPIS - Madini","codmine02882","Muta Nord","2020-08-06",1,,"0101000020E6100000907F09A6ACFD3B40D9CF59841C7A05C0",27.990915658301276,-2.684624704352228,"GPS","Sud-Kivu","Sud-Kivu","Shabunda","Bakisi","Bamuguba sud","Moto",160,"less2h","less2h",0,1,"Or","Kigulube","Bukavu",,,,,,,"0",1,1,"FARDC","FARDC - Éléments indisciplinés","Une fois par semaine","1",0,0,"0","0","0","0","0","0","Police Nationale Congolaise (sauf PMH)","PNC - Éléments indisciplinés","Aléatoire","1",0,0,"0","0","0","0","0","0","Police des Mines (PMH)","PMH - Éléments indisciplinés","Une fois par mois","1",0,0,"0","0","0","0","0","0","Moyen","SAESSCAM","Division des mines","Chefferie","Anti-fraude",,,0,,1,"Creuser, Concassage, Lavage, Transport des minerais, Traiter les déchets"
4876,3598,102,"IPIS","IPIS - Madini","codmine03675","Djof","2020-08-12",1,,"0101000020E6100000138FAAF5AA4C3E40E7CFBA2FE21EFE3F",30.29948363698993,1.882539926952626,"GPS","Ituri","Orientale","Djugu","Mambisa","Madje","Mabanga",600,"less2h","more2h",0,1,"Or","Mabanga, nizi, Iga","Bunia, Butembo, Beni",,,,,,,"1",1,1,"FARDC","FARDC - Éléments indisciplinés","Quotidien","1",0,1,"0","0","0","0","0","1","Police Nationale Congolaise (sauf PMH)","PNC - Éléments indisciplinés","Une fois tous les 15 jours","1",1,0,"1","0","0","0","0","0",,"Aucun",,,,0,"0","0",,,,,"Haut","SAESSCAM","Division des mines","ANR","DGI",,,1,"Creuser, Concassage, Lavage, Transport des minerais, Traiter les déchets, Usage du mercure",1,"Concassage, Lavage, Transport des minerais, Traiter les déchets, Usage du mercure"
4877,3599,106,"IPIS","IPIS - Madini","codmine03138","Tokoleko Mines","2020-08-16",1,,"0101000020E610000036AB3E575B213D409BE61DA7E848F43F",29.1303,1.2678,"GPS","Ituri","Orientale","Mambasa","Bakwanza","Bapwele","Butama",82,"less2h","less2h",0,1,"Or","Butama","Bunia",,,,,,,"0",0,0,,"Aucun",,,,,,,,,,,,"Aucun",,,,,,,,,,,,"Aucun",,,,0,"0","0",,,,,"Moyen","SAESSCAM","Division des mines","Police de Mine",,,,0,,1,"Creuser, Lavage, Propriétaire de puit"
4878,3600,107,"IPIS","IPIS - Madini","codmine00107","Tsatsaku","2020-08-21",1,,"0101000020E61000008A8EE4F21F523E404F401361C3D3FB3F",30.3208,1.7392,"GPS","Ituri","Orientale","Djugu","Bahema-Baguru","Tsatsaku","Tsatsakua, Balabala",600,"more2h","more2h",0,1,"Or","Iga","Bunia, Beni, Butembo",,,,,,,"1",1,1,"Police Nationale Congolaise (sauf PMH)","PNC - Éléments indisciplinés","Aléatoire","1",0,0,"0","0","0","0","0","0",,"Aucun",,,,,,,,,,,,"Aucun",,,,0,"0","0",,,,,"Haut","ANR",,,,,,1,"Concassage, Lavage, Transport des minerais, Traiter les déchets, Usage du mercure",1,"Concassage, Transport des minerais, Traiter les déchets, Usage du mercure"
4879,3601,108,"IPIS","IPIS - Madini","codmine02721","Kandate","2020-08-21",1,,"0101000020E6100000A0D611E7B71B3D40C30E1C9F72FCF33F",29.108274881224702,1.2491327491015205,"GPS","Ituri","Orientale","Mambasa","Bakwanza","Bapwele","Métal, Butama",100,"carmoto","carmoto",0,1,"Or","Mambasa","Bunia, Butembo",,,,,,,"1",1,0,"FARDC","FARDC - Pas d’ingérence constatée","Aléatoire","0",0,0,"0","0","0","0","0","0",,"Aucun",,,,,,,,,,,,"Aucun",,,,0,"0","0",,,,,"Haut","SAESSCAM","Division des mines",,,,,1,"Concassage, Transport des minerais",1,"Propriétaire de puit"
4880,3602,109,"IPIS","IPIS - Madini","codmine00069","Pede","2020-08-22",1,,"0101000020E6100000462575029A083D40F0164850FC18F33F",29.0336,1.1936,"GPS","Ituri","Orientale","Mambasa","Mambasa","Mputu","Bisisa, Some",104,"less2h","more2h",0,1,"Or","Some","Bunia, Butembo",,,,,,,"1",1,1,"FARDC","FARDC - Éléments indisciplinés","Une fois tous les 15 jours","1",0,0,"0","0","0","0","0","0",,"Aucun",,,,,,,,,,,,"Aucun",,,,0,"0","0",,,,,"Haut","SAESSCAM","Division des mines",,,,,0,,0,
4881,3603,110,"IPIS","IPIS - Madini","codmine02685","Vatican ","2020-08-22",1,,"0101000020E6100000F19C6250D00C3D40CFAFB0A9E577F33F",29.050053619456722,1.2167717579386481,"GPS","Ituri","Orientale","Mambasa","Mambasa","Mputu","Butama",8,"less2h","more2h",0,1,"Or","Mambasa","Bunia",,,,,,,"0",1,1,"FARDC","FARDC - Éléments indisciplinés","Une fois tous les 15 jours","1",0,0,"0","0","0","0","0","0",,"Aucun",,,,,,,,,,,,"Aucun",,,,0,"0","0",,,,,"Moyen","SAESSCAM","Division des mines",,,,,0,,1,"Propriétaire de puit"
4882,3604,111,"IPIS","IPIS - Madini","codmine03676","Lony mokili","2020-08-22",1,,"0101000020E6100000F862F2C8B24C3E401F45C03CDF31FE3F",30.299603041817107,1.8871757863128733,"GPS","Ituri","Orientale","Djugu","Mambisa","Mandje","Mabanga",1000,"less2h","more2h",0,1,"Or","Mabanga, Nizi","Iga, Bunia, Butembo, Beni",,,,,,,"1",1,1,"FARDC","FARDC - Éléments indisciplinés","Aléatoire","1",0,1,"0","1","0","0","0","0","Police Nationale Congolaise (sauf PMH)","PNC - Éléments indisciplinés","Une fois tous les 15 jours","1",1,0,"1","0","0","0","0","0",,"Aucun",,,,0,"0","0",,,,,"Haut","SAESSCAM","Division des mines","Énergie","DGRPI",,,1,"Concassage, Lavage, Transport des minerais, Traiter les déchets, Usage du mercure",1,"Concassage, Lavage, Transport des minerais, Traiter les déchets, Usage du mercure"
4883,3605,112,"IPIS","IPIS - Madini","codmine03677","Dhalo","2020-08-22",1,,"0101000020E6100000AEB6627FD94D3E40728A8EE4F21FFE3F",30.3041,1.8828,"GPS","Ituri","Orientale","Djugu","Mambisa","Kpadinga","Buludha, Ngruku",300,"more2h","more2h",0,1,"Or","Mabanga,  Nizi","Bunia, Butembo, Beni",,,,,,,"1",1,1,"Autodéfense","Groupe armé local","Aléatoire","1",0,0,"0","0","1","1","0","0",,"Aucun",,,,,,,,,,,,"Aucun",,,,0,"0","0",,,,,"Haut","SAESSCAM","Division des mines","Chefferie","DGI",,,1,"Concassage, Lavage, Traiter les déchets",1,"Concassage, Lavage, Transport des minerais, Traiter les déchets, Usage du mercure"
